3.034595549106597900e-01,8.629404008388519287e-02,1.591903269290924072e-01,7.609643340110778809e-01,3.498791158199310303e-01,4.528962075710296631e-01,5.760062694549560547e+00,1.088307574391365051e-01,4.236129522323608398e-01,4.258229732513427734e+00,1.500765383243560791e-01,1.832629442214965820e+00,6.038360595703125000e-01,8.104225397109985352e-01,9.760577678680419922e-01,1.889840811491012573e-01,6.693978309631347656e-01,5.313452482223510742e-01,5.897176742553710938e+00,7.401191592216491699e-01,1.632794179022312164e-02,5.504054427146911621e-01,1.716758459806442261e-01,9.171605706214904785e-01,6.838073022663593292e-03,1.369689226150512695e+00,2.724239230155944824e-01,5.688195116817951202e-03,2.008986234664916992e+00,8.577767014503479004e-01,1.848021984100341797e+00,3.164253234863281250e-01,2.500030100345611572e-01,4.634850025177001953e+00,1.648902511596679688e+01,7.068670392036437988e-01,8.077182769775390625e+00,6.446087360382080078e-02,6.726516783237457275e-02,2.066018819808959961e+00,1.154862996190786362e-02,1.767728567123413086e+00,2.057124972343444824e-01,3.981142863631248474e-02,8.494286984205245972e-02,2.461972534656524658e-01,4.826764166355133057e-01,1.406617999076843262e+00,7.392338514328002930e-01,1.589299559593200684e+00
2.616066932678222656e-01,4.862251132726669312e-02,1.479984670877456665e-01,4.405768811702728271e-01,1.679247915744781494e-01,5.358886718750000000e-01,1.090705394744873047e+00,2.131994962692260742e-01,3.252621293067932129e-01,3.402084827423095703e+00,2.847457677125930786e-02,1.195997118949890137e+00,6.852179765701293945e-01,1.892241835594177246e+00,5.836373567581176758e-01,1.027830839157104492e+00,1.144490838050842285e+00,4.987389743328094482e-01,3.467242121696472168e-01,7.591788172721862793e-01,1.518000662326812744e-02,9.564408063888549805e-01,6.529344618320465088e-02,1.072181344032287598e+00,2.542929165065288544e-02,1.697151541709899902e+00,7.860140502452850342e-02,2.644143626093864441e-02,7.354245185852050781e-01,2.437340259552001953e+00,3.218963444232940674e-01,3.004381954669952393e-01,6.146392226219177246e-01,6.685388088226318359e+00,4.806078433990478516e+00,1.201812386512756348e+00,3.400079011917114258e+00,1.997631974518299103e-02,3.752165660262107849e-02,2.148596048355102539e+00,3.936791792511940002e-02,1.536511898040771484e+00,1.322221457958221436e-01,1.998674571514129639e-01,1.990068554878234863e-01,1.037890434265136719e+00,9.563351869583129883e-01,2.360237360000610352e+00,1.561511993408203125e+00,2.448330640792846680e+00
4.711157977581024170e-01,1.917946785688400269e-01,1.774927079677581787e-01,9.726964831352233887e-01,2.378272414207458496e-01,1.060679912567138672e+00,3.025049686431884766e+00,2.744405269622802734e+00,6.314165592193603516e-01,9.672042846679687500e+00,1.508773863315582275e-01,1.284913659095764160e+00,1.531036615371704102e+00,2.851131200790405273e+00,1.360324144363403320e+00,1.096468091011047363e+00,2.141175031661987305e+00,1.683468103408813477e+00,5.702904224395751953e+00,1.342374205589294434e+00,8.341288566589355469e-02,1.435342788696289062e+00,3.758669197559356689e-01,1.635252475738525391e+00,2.994253858923912048e-02,2.584652900695800781e+00,7.198470085859298706e-02,1.494447439908981323e-01,4.329746365547180176e-01,2.615334749221801758e+00,5.906313657760620117e-01,3.906107246875762939e-01,1.307573556900024414e+00,5.891302108764648438e+00,1.367627811431884766e+01,1.590014338493347168e+00,6.096808433532714844e+00,7.056528329849243164e-02,1.472702920436859131e-01,2.818833112716674805e+00,8.849595487117767334e-02,3.850381612777709961e+00,2.863569855690002441e-01,2.004751414060592651e-01,2.120101749897003174e-01,6.180189251899719238e-01,1.550508618354797363e+00,4.654414653778076172e+00,3.839539289474487305e+00,8.278783798217773438e+00
7.992578148841857910e-01,3.048195838928222656e-01,3.803352415561676025e-01,9.694925546646118164e-01,4.760156869888305664e-01,1.540760755538940430e+00,2.953743696212768555e+00,2.005844354629516602e+00,8.796336650848388672e-01,1.489306640625000000e+01,1.663783341646194458e-01,1.756985664367675781e+00,3.678154706954956055e+00,4.956923961639404297e+00,2.160585403442382812e+00,1.304649472236633301e+00,2.572044372558593750e+00,3.821938753128051758e+00,2.347753047943115234e+00,1.851390242576599121e+00,7.391459494829177856e-02,2.240499496459960938e+00,1.589636504650115967e-01,2.186413764953613281e+00,1.547756046056747437e-02,3.412292242050170898e+00,1.382067948579788208e-01,1.287488341331481934e-01,5.897173285484313965e-01,4.488068103790283203e+00,6.683000326156616211e-01,7.047805190086364746e-01,1.993107795715332031e+00,1.020316410064697266e+01,1.583226585388183594e+01,2.142399311065673828e+00,8.739038467407226562e+00,2.431720867753028870e-02,3.273387849330902100e-01,5.632049560546875000e+00,2.091169506311416626e-01,5.648878097534179688e+00,5.547173619270324707e-01,3.784651160240173340e-01,3.076208233833312988e-01,7.926435470581054688e-01,3.877510070800781250e+00,6.642135620117187500e+00,6.994339942932128906e+00,6.012848854064941406e+00
3.412316441535949707e-01,7.303724437952041626e-02,1.676166951656341553e-01,4.090814888477325439e-01,2.255333513021469116e-01,6.516451835632324219e-01,1.120701313018798828e+00,9.382713437080383301e-01,3.131473958492279053e-01,5.950586795806884766e+00,8.248975127935409546e-02,1.211431741714477539e+00,1.138237118721008301e+00,3.585385084152221680e+00,7.463085055351257324e-01,5.372662544250488281e-01,1.423414468765258789e+00,8.816760778427124023e-01,7.091578841209411621e-01,7.927656173706054688e-01,2.714561484754085541e-02,1.126820921897888184e+00,1.868173629045486450e-01,1.202480435371398926e+00,1.364216115325689316e-02,1.507233619689941406e+00,3.748234361410140991e-02,2.837030403316020966e-02,2.191868722438812256e-01,8.827607631683349609e-01,2.902872264385223389e-01,1.913981437683105469e-01,6.040580868721008301e-01,3.014382362365722656e+00,1.427671241760253906e+01,1.120449662208557129e+00,4.367309093475341797e+00,1.286013871431350708e-01,1.140666306018829346e-01,3.777662515640258789e+00,6.527961790561676025e-02,2.859382152557373047e+00,2.102680206298828125e-01,6.354000419378280640e-02,1.864099502563476562e-01,2.794593274593353271e-01,8.761302828788757324e-01,1.955031752586364746e+00,1.430796384811401367e+00,1.039285182952880859e+01
1.601258814334869385e-01,2.875869274139404297e-01,3.557294309139251709e-01,1.148422122001647949e+00,2.430964261293411255e-01,4.737649857997894287e-01,1.699589610099792480e+00,3.384061455726623535e-01,3.581893444061279297e-01,1.101865673065185547e+01,1.871313303709030151e-01,1.408000588417053223e+00,2.204109907150268555e+00,1.195364952087402344e+00,1.924363255500793457e+00,1.010329499840736389e-01,1.236949324607849121e+00,2.036825180053710938e+00,3.284428119659423828e+00,1.405827403068542480e+00,4.156712070107460022e-02,1.096019983291625977e+00,2.145501375198364258e-01,2.201950311660766602e+00,7.311416417360305786e-02,2.436774730682373047e+00,1.434884779155254364e-02,0.000000000000000000e+00,6.424977183341979980e-01,1.808471798896789551e+00,2.368538826704025269e-01,5.090358257293701172e-01,8.655709624290466309e-01,8.978794097900390625e+00,1.460254096984863281e+01,1.138873219490051270e+00,8.921995162963867188e+00,0.000000000000000000e+00,1.541172564029693604e-01,2.611564636230468750e+00,8.820033818483352661e-02,2.815722227096557617e+00,3.685267567634582520e-01,2.797276377677917480e-01,3.477214574813842773e-01,4.279262423515319824e-01,9.910826683044433594e-01,2.369583368301391602e+00,1.471398234367370605e+00,6.473576068878173828e+00
7.024503946304321289e-01,1.308600753545761108e-01,3.037262856960296631e-01,1.079779624938964844e+00,4.238717854022979736e-01,1.454382538795471191e+00,2.683928251266479492e+00,1.796324014663696289e+00,6.875109076499938965e-01,9.896265983581542969e+00,8.114292472600936890e-02,1.766747713088989258e+00,3.293609142303466797e+00,3.425927162170410156e+00,1.373317003250122070e+00,5.424019694328308105e-01,3.503639221191406250e+00,5.286402225494384766e+00,1.715359091758728027e+00,1.664156198501586914e+00,6.408576667308807373e-02,2.409123659133911133e+00,1.607962697744369507e-01,1.770929574966430664e+00,6.038740277290344238e-02,3.132967233657836914e+00,1.797430068254470825e-01,5.023277550935745239e-02,3.603736460208892822e-01,3.485245466232299805e+00,4.439536333084106445e-01,3.815008401870727539e-01,6.050981879234313965e-01,3.150252819061279297e+00,1.157493877410888672e+01,1.995282173156738281e+00,8.112678527832031250e+00,9.487626701593399048e-02,4.059153497219085693e-01,3.351599216461181641e+00,2.096391171216964722e-01,4.789306163787841797e+00,6.429326534271240234e-01,1.992269605398178101e-01,4.350784718990325928e-01,4.560783505439758301e-01,2.969804286956787109e+00,2.850214242935180664e+00,2.669453382492065430e+00,6.237864017486572266e+00
1.299962997436523438e-01,4.928896576166152954e-02,1.007125973701477051e-01,2.093511223793029785e-01,1.770712584257125854e-01,2.910181581974029541e-01,1.168268322944641113e+00,9.981894493103027344e-01,1.871386021375656128e-01,2.137580871582031250e+01,7.577028125524520874e-02,4.756640493869781494e-01,4.602837562561035156e-01,5.174416899681091309e-01,6.382386088371276855e-01,4.285670816898345947e-01,8.232032656669616699e-01,6.560437679290771484e-01,8.169085979461669922e-01,4.793817102909088135e-01,0.000000000000000000e+00,4.481115341186523438e-01,3.217491507530212402e-02,6.819728016853332520e-01,8.055575191974639893e-03,8.967200517654418945e-01,2.213299088180065155e-02,6.030868738889694214e-02,1.922928839921951294e-01,2.323442697525024414e+00,1.651561260223388672e-01,7.931151241064071655e-02,3.861425220966339111e-01,4.952160358428955078e+00,1.425990867614746094e+01,5.532475113868713379e-01,2.043390512466430664e+00,5.062532052397727966e-02,1.030140444636344910e-01,3.573079109191894531e+00,0.000000000000000000e+00,1.422782421112060547e+00,7.479602098464965820e-02,5.815570354461669922e-01,1.160774305462837219e-01,1.900210231542587280e-01,6.059021353721618652e-01,3.607433557510375977e+00,2.016055136919021606e-01,1.291595363616943359e+01
7.872095704078674316e-01,3.080015778541564941e-01,3.364845514297485352e-01,1.361122727394104004e+00,5.874235630035400391e-01,1.389841079711914062e+00,3.093108892440795898e+00,1.156309366226196289e+00,8.932749629020690918e-01,1.192314147949218750e+01,1.933901757001876831e-01,1.850934505462646484e+00,3.294091701507568359e+00,3.618897438049316406e+00,1.848277926445007324e+00,5.622191429138183594e-01,4.210845470428466797e+00,2.264387130737304688e+00,2.405785560607910156e+00,2.198670864105224609e+00,4.626180231571197510e-02,2.820322275161743164e+00,5.211509764194488525e-02,2.828301429748535156e+00,4.151624441146850586e-02,3.763577222824096680e+00,3.422022238373756409e-02,1.933957338333129883e-01,3.430471718311309814e-01,5.028143882751464844e+00,1.385085225105285645e+00,3.229124546051025391e-01,1.301980257034301758e+00,1.668751907348632812e+01,9.367101669311523438e+00,2.245756149291992188e+00,9.198833465576171875e+00,7.827273756265640259e-02,3.430471718311309814e-01,4.229996681213378906e+00,3.365550041198730469e-01,5.373589038848876953e+00,9.158965945243835449e-01,2.417086064815521240e-01,2.310411334037780762e-01,6.082071661949157715e-01,1.172196507453918457e+00,4.250646114349365234e+00,2.101605415344238281e+00,2.470561265945434570e+00
2.997716665267944336e-01,7.679758220911026001e-02,8.080540597438812256e-02,6.245041489601135254e-01,2.200988084077835083e-01,7.550583481788635254e-01,4.344371318817138672e+00,3.728886246681213379e-01,3.258317112922668457e-01,1.717304229736328125e+01,4.497461393475532532e-02,1.164369463920593262e+00,3.624979972839355469e+00,3.883533239364624023e+00,1.965739607810974121e+00,2.358820289373397827e-01,2.330329895019531250e+00,2.420740842819213867e+00,2.298942565917968750e+00,1.342132925987243652e+00,2.664033137261867523e-02,1.088920354843139648e+00,3.857778906822204590e-01,1.480122566223144531e+00,1.004117205739021301e-01,1.778137445449829102e+00,7.356931269168853760e-02,8.909512311220169067e-02,6.699045896530151367e-01,3.326349496841430664e+00,1.788322180509567261e-01,2.998777329921722412e-01,1.925286889076232910e+00,5.701742172241210938e+00,1.523036384582519531e+01,1.161208987236022949e+00,7.334306240081787109e+00,8.413842320442199707e-02,1.646226942539215088e-01,4.255420684814453125e+00,4.145351424813270569e-02,4.009221076965332031e+00,4.400564134120941162e-01,1.169199123978614807e-01,1.563306897878646851e-01,3.947646617889404297e-01,1.696406006813049316e+00,3.110240459442138672e+00,7.012184262275695801e-01,5.809976100921630859e+00
